date,description,amount,category,flagged
2023-10-15,Parking,455.44,Transportation,True
2025-04-12,Hotel,321.9,Travel,True
2024-11-05,Amazon,358.98,Shopping,False
2025-02-04,Movie Tickets,50.83,Entertainment,True
2023-12-20,Insurance,318.19,Healthcare,True
2024-06-12,Apartment Payment,2686.12,Rent,True
2024-10-07,Trader Joe's,31.87,Groceries,True
2025-01-13,Uber,316.93,Transportation,True
2024-02-15,Tuition,232.9,Education,False
2024-09-18,Amazon,407.73,Shopping,True
2024-12-18,Parking,431.22,Transportation,False
2025-03-18,Mortgage,2691.4,Rent,False
2023-12-02,Walmart,21.81,Groceries,False
2024-05-20,Mortgage,862.69,Rent,True
2024-02-08,Monthly Rent,882.42,Rent,True
2024-05-03,Public Transit,373.64,Transportation,False
2024-06-08,Parking,205.19,Transportation,False
2023-12-22,Costco,102.85,Groceries,True
2024-04-06,Gas,468.94,Transportation,False
2023-06-08,Dentist,244.34,Healthcare,False
2025-02-07,Apartment Payment,2161.71,Rent,False
2024-09-09,Netflix,206.46,Entertainment,True
2024-04-04,Parking,127.94,Transportation,False
2025-03-12,Online Course,100.35,Education,False
2024-04-01,Airbnb,761.55,Travel,True
2024-03-05,Electronics Store,204.64,Shopping,False
2025-04-10,Movie Tickets,292.07,Entertainment,True
2024-06-26,Hotel,1138.46,Travel,True
2024-10-25,Trader Joe's,67.09,Groceries,False
2023-11-08,Apple Store,127.65,Shopping,True
2024-07-06,Best Buy,309.61,Shopping,True
2024-05-18,Workshop,93.5,Education,False
2024-09-06,Mortgage,811.01,Rent,False
2025-03-28,Hulu,208.14,Entertainment,False
2023-12-20,Safeway,89.69,Groceries,False
2024-11-18,Pharmacy,490.78,Healthcare,False
2023-11-11,Internet Bill,100.29,Utilities,False
2025-02-16,Internet Bill,211.85,Utilities,False
2024-01-17,Public Transit,261.87,Transportation,False
2024-03-09,Tuition,345.02,Education,True
2024-08-24,Phone Bill,131.52,Utilities,True
2023-11-08,Tuition,112.34,Education,True
2025-01-11,Water Bill,64.36,Utilities,False
2024-06-28,Dining Out,266.53,Entertainment,False
2024-01-14,Local Market,188.8,Groceries,False
2023-05-28,Pharmacy,493.17,Healthcare,True
2025-03-12,Hotel,867.84,Travel,True
2023-12-25,Trader Joe's,72.83,Groceries,True
2024-03-19,Hulu,77.09,Entertainment,True
2023-08-02,House Payment,2590.65,Rent,False
2024-04-10,Parking,24.09,Transportation,False
2023-08-09,Public Transit,239.47,Transportation,True
2023-06-18,Local Market,125.31,Groceries,False
2024-09-22,Conference,84.06,Education,True
2024-02-17,Rental Car,209.54,Travel,True
2024-06-01,Mortgage,1657.62,Rent,False
2024-07-11,Vacation,1636.72,Travel,False
2024-04-17,Bar,54.39,Dining,True
2025-04-15,Public Transit,178.77,Transportation,False
2024-04-05,Pharmacy,182.01,Healthcare,True
2025-04-25,House Payment,2258.65,Rent,True
2024-03-20,House Payment,2050.98,Rent,True
2023-07-08,Optometrist,191.05,Healthcare,False
2024-08-19,Workshop,408.77,Education,True
2024-02-29,Car Maintenance,235.57,Transportation,True
2024-09-13,Airline Ticket,1223.05,Travel,False
2024-09-08,Clothing Store,16.22,Shopping,True
2024-10-05,Mortgage,1582.21,Rent,False
2025-02-04,Rental Car,955.68,Travel,False
2023-07-06,Doctor Visit,314.79,Healthcare,True
2024-05-27,Costco,63.45,Groceries,True
2024-10-21,Workshop,267.49,Education,True
2024-10-10,Best Buy,26.79,Shopping,True
2023-11-01,Rental Car,641.02,Travel,True
2024-07-11,Books,109.12,Education,False
2024-08-19,Dentist,351.47,Healthcare,False
2023-08-02,Lyft,378.42,Transportation,True
2025-02-12,Cafe,195.59,Dining,True
2023-07-05,Restaurant,259.87,Dining,False
2024-02-29,Safeway,94.18,Groceries,True
2024-11-15,Parking,179.23,Transportation,True
2023-06-03,Phone Bill,337.62,Utilities,False
2023-07-17,Amazon,261.59,Shopping,False
2023-08-27,Insurance,294.79,Healthcare,False
2023-07-29,Electric Bill,139.54,Utilities,False
2023-06-29,Cafe,450.9,Dining,True
2025-03-29,House Payment,2661.51,Rent,False
2024-11-12,Coffee Shop,119.36,Dining,True
2024-10-11,Online Course,183.58,Education,True
2024-12-06,Whole Foods,33.25,Groceries,True
2024-07-23,Apartment Payment,1409.89,Rent,True
2025-03-29,Concert,137.05,Entertainment,True
2024-06-03,Car Maintenance,99.22,Transportation,False
2024-03-22,Concert,267.6,Entertainment,True
2025-01-11,Electric Bill,431.99,Utilities,True
2024-10-18,Trader Joe's,236.67,Groceries,False
2023-07-27,Tuition,289.73,Education,False
2024-07-22,Parking,234.7,Transportation,False
2025-03-18,Phone Bill,219.76,Utilities,False
2023-08-03,Cafe,484.7,Dining,True
2024-11-19,House Payment,2527.96,Rent,False
2024-06-16,Books,294.84,Education,False
2023-08-29,Mortgage,904.85,Rent,False
2023-08-24,Online Course,416.73,Education,False
2025-02-14,Mortgage,2654.28,Rent,False
2023-06-10,Apple Store,409.05,Shopping,False
2023-06-16,Uber,456.37,Transportation,True
2024-12-23,Spotify,180.91,Entertainment,False
2023-10-28,Walmart,169.51,Groceries,False
2024-04-10,Doctor Visit,264.27,Healthcare,False
2024-10-14,House Payment,2753.17,Rent,True
2024-12-20,Electric Bill,374.28,Utilities,True
2024-01-17,Apartment Payment,1607.66,Rent,True
2023-11-12,Monthly Rent,2335.92,Rent,True
2024-10-18,Gas Bill,121.57,Utilities,False
2024-03-27,Bar,155.12,Dining,False
2024-10-29,Restaurant,210.21,Dining,True
2023-10-15,Parking,480.4,Transportation,False
2024-09-28,Workshop,95.08,Education,True
2023-07-27,Public Transit,52.17,Transportation,False
2023-10-01,Airbnb,247.82,Travel,True
2023-06-14,House Payment,1718.7,Rent,False
2024-11-30,Vacation,132.0,Travel,False
2024-05-05,Doctor Visit,111.66,Healthcare,True
2024-06-08,Dining Out,126.95,Entertainment,False
2024-09-16,Apartment Payment,2003.21,Rent,True
2023-06-16,Doctor Visit,217.34,Healthcare,False
2024-01-11,Doctor Visit,191.89,Healthcare,False
2024-08-18,Pharmacy,246.85,Healthcare,True
2025-03-19,Kroger,142.69,Groceries,True
2024-10-20,Books,317.56,Education,True
2023-06-21,Online Course,128.78,Education,True
2023-07-25,Dentist,418.29,Healthcare,True
2024-06-21,Costco,40.33,Groceries,False
2023-09-24,Uber,398.51,Transportation,False
2025-01-11,Mortgage,2072.85,Rent,True
2024-11-21,Internet Bill,226.61,Utilities,True
2023-10-02,Optometrist,362.15,Healthcare,True
2024-03-26,Monthly Rent,2383.73,Rent,True
2023-12-09,Local Market,34.8,Groceries,False
2024-09-08,Walmart,88.7,Groceries,True
2023-11-03,Online Course,306.72,Education,False
2023-06-06,Optometrist,46.0,Healthcare,False
2024-07-22,Lyft,379.44,Transportation,False
2024-11-22,Gas,30.88,Transportation,False
2024-11-21,House Payment,2295.45,Rent,True
2024-03-05,Coffee Shop,107.14,Dining,True
2024-01-07,Online Course,183.35,Education,True
2023-07-11,Parking,17.48,Transportation,True
2024-11-16,Parking,450.45,Transportation,True
2024-09-27,House Payment,1273.7,Rent,False
2023-05-14,Clothing Store,231.31,Shopping,False
2024-06-16,Airline Ticket,1183.37,Travel,False
2024-08-28,Electric Bill,312.0,Utilities,False
2024-11-07,Gas,146.66,Transportation,False
2024-08-13,Gas,290.86,Transportation,True
2023-06-18,Public Transit,298.47,Transportation,True
2024-04-01,Pharmacy,327.05,Healthcare,False
2024-04-06,Books,353.33,Education,False
2025-01-13,Workshop,299.49,Education,True
2023-11-15,Best Buy,290.9,Shopping,False
2024-05-25,Tuition,194.52,Education,True
2024-03-23,Best Buy,111.87,Shopping,True
2024-02-22,House Payment,1665.44,Rent,False
2025-01-27,Conference,39.41,Education,False
2024-11-21,Dentist,418.13,Healthcare,False
2024-07-31,Dentist,37.16,Healthcare,True
2023-08-07,Cafe,7.63,Dining,True
2023-05-14,Conference,349.13,Education,True
2023-07-18,Walmart,41.04,Groceries,True
2023-05-03,Monthly Rent,1411.2,Rent,False
2024-02-12,Spotify,157.76,Entertainment,False
2023-08-27,Vacation,698.66,Travel,True
2024-11-25,Electronics Store,147.62,Shopping,False
2023-12-07,House Payment,1252.57,Rent,True
2024-04-27,Monthly Rent,1943.82,Rent,True
2024-11-13,Pharmacy,132.26,Healthcare,False
2023-09-04,Walmart,230.26,Groceries,False
2024-06-03,Cable Bill,215.9,Utilities,True
2024-05-04,Online Course,248.12,Education,True
2024-05-19,Online Course,23.28,Education,False
2025-02-12,Insurance,184.5,Healthcare,False
2024-03-23,Hotel,959.81,Travel,False
2025-01-18,Netflix,181.33,Entertainment,False
2024-04-26,Electric Bill,267.27,Utilities,True
2024-08-06,Tuition,112.91,Education,False
2025-04-05,Best Buy,178.47,Shopping,True
2023-09-21,Workshop,219.37,Education,True
2024-06-09,Electric Bill,70.86,Utilities,True
2023-04-30,Pharmacy,262.93,Healthcare,False
2025-04-23,Target,124.26,Groceries,False
2025-03-10,Hotel,453.86,Travel,True
2023-06-16,Walmart,84.42,Groceries,True
2024-03-06,Phone Bill,174.27,Utilities,True
2023-08-15,Airline Ticket,820.05,Travel,True
2024-06-04,Bar,142.54,Dining,True
2024-07-05,Vacation,1895.52,Travel,False
2025-04-04,Electric Bill,67.25,Utilities,False
2024-08-28,Dentist,404.32,Healthcare,False
2025-01-09,Conference,7.98,Education,True
2023-11-28,Whole Foods,33.53,Groceries,True
2024-01-11,Books,245.41,Education,False
2024-11-26,Monthly Rent,2182.18,Rent,True
2023-08-20,Rental Car,1044.97,Travel,True
2024-07-06,Costco,277.53,Groceries,True
2023-05-14,Apple Store,45.75,Shopping,False
2023-10-06,Coffee Shop,255.02,Dining,False
2023-11-27,Workshop,193.4,Education,False
2024-08-05,Best Buy,254.15,Shopping,True
2023-10-16,Airline Ticket,1581.54,Travel,True
2023-09-14,Parking,185.58,Transportation,True
2025-02-13,Dentist,346.52,Healthcare,False
2023-06-28,Gas,168.24,Transportation,False
2023-09-13,Tuition,483.35,Education,False
2024-11-30,Vacation,1417.33,Travel,False
2023-07-15,Apartment Payment,939.04,Rent,True
2024-01-14,House Payment,1405.65,Rent,True
2024-09-30,Monthly Rent,2696.95,Rent,True
2023-06-29,Rental Car,518.19,Travel,False
2023-06-07,Spotify,416.77,Entertainment,False
2024-01-25,Kroger,169.36,Groceries,True
2023-06-18,Restaurant,399.71,Dining,False
2023-12-08,Pharmacy,197.52,Healthcare,False
2023-11-05,Cafe,334.8,Dining,True
2023-12-10,Rental Car,747.34,Travel,True
2025-01-03,Online Course,95.1,Education,True
2024-09-16,Mortgage,1609.76,Rent,True
2025-04-15,Electronics Store,63.36,Shopping,True
2024-08-31,Dining Out,211.73,Entertainment,False
2025-04-16,Electric Bill,340.67,Utilities,True
2024-01-26,Electric Bill,324.72,Utilities,True
2023-07-15,Local Market,54.86,Groceries,True
2025-03-03,Online Course,352.17,Education,True
2023-07-20,Vacation,1471.48,Travel,True
2024-02-16,Restaurant,139.36,Dining,False
2024-11-25,Fast Food,469.86,Dining,False
2024-01-09,Dining Out,499.82,Entertainment,True
2024-01-26,Lyft,405.59,Transportation,True
2024-01-08,Hotel,1097.5,Travel,True
2024-04-15,Hotel,1383.72,Travel,True
2024-02-05,Fast Food,234.37,Dining,False
2023-07-12,Conference,232.3,Education,False
2025-04-25,Dentist,110.98,Healthcare,False
2023-05-26,Concert,153.39,Entertainment,False
2023-05-07,Airline Ticket,149.63,Travel,False
2023-12-02,Monthly Rent,2751.95,Rent,False
2023-10-09,Best Buy,171.36,Shopping,True
2025-02-11,Dining Out,145.62,Entertainment,False
2024-08-17,Rental Car,980.98,Travel,False
2024-01-29,Clothing Store,162.37,Shopping,False
2024-03-11,Books,359.84,Education,True
2023-05-24,Car Maintenance,209.52,Transportation,False
2024-12-12,Apple Store,492.38,Shopping,True
2024-04-06,Water Bill,77.79,Utilities,False
2023-08-17,Airbnb,1203.51,Travel,False
2023-12-10,Insurance,47.26,Healthcare,True
2023-07-14,Electronics Store,458.03,Shopping,False
2024-11-25,Optometrist,100.23,Healthcare,False
2024-06-15,Car Maintenance,84.43,Transportation,True
2025-04-21,Insurance,317.22,Healthcare,True
2023-12-22,House Payment,2276.03,Rent,True
2023-10-18,Apple Store,64.08,Shopping,False
2024-08-02,Hotel,1743.77,Travel,False
2023-07-21,Public Transit,67.1,Transportation,False
2024-05-08,Target,148.54,Groceries,False
2024-11-01,Workshop,250.73,Education,True
2024-06-03,Best Buy,214.59,Shopping,True
2024-09-05,Parking,352.78,Transportation,True
2025-03-22,Phone Bill,145.44,Utilities,False
2024-10-20,Uber,246.43,Transportation,False
2024-06-05,Monthly Rent,1458.38,Rent,False
2023-08-15,Monthly Rent,1467.67,Rent,False
2023-09-12,Kroger,82.65,Groceries,False
2023-07-09,Apple Store,258.3,Shopping,True
2023-05-19,Workshop,54.99,Education,False
2024-09-06,Monthly Rent,2263.27,Rent,True
2024-03-20,Amazon,400.62,Shopping,False
2024-04-06,Tuition,28.35,Education,False
2023-09-19,Workshop,408.71,Education,True
2024-03-25,Vacation,545.45,Travel,True
2024-07-10,Apple Store,276.18,Shopping,True
2023-11-30,House Payment,2992.38,Rent,True
2024-04-10,Workshop,401.18,Education,True
2024-05-29,Cable Bill,168.24,Utilities,False
2025-03-01,Kroger,196.87,Groceries,True
2025-04-13,Uber,383.81,Transportation,False
2024-09-11,Internet Bill,344.56,Utilities,False
2025-03-31,Airline Ticket,921.22,Travel,False
2023-11-22,Trader Joe's,99.61,Groceries,False
2024-07-01,Optometrist,189.91,Healthcare,False
2024-03-27,House Payment,2292.74,Rent,True
2024-06-08,Dining Out,334.5,Entertainment,False
2025-01-28,Gas,309.59,Transportation,True
2025-02-07,Doctor Visit,137.83,Healthcare,True
2023-09-10,Insurance,53.38,Healthcare,True
2024-07-23,Fast Food,36.56,Dining,True
2025-02-18,Optometrist,268.56,Healthcare,False
2023-06-18,Optometrist,279.96,Healthcare,False
2023-07-20,Parking,479.84,Transportation,True
2024-07-03,Dentist,466.35,Healthcare,True
2025-03-04,Coffee Shop,436.55,Dining,False
2023-07-11,Optometrist,268.01,Healthcare,False
2024-07-11,Movie Tickets,263.59,Entertainment,True
2025-01-28,Apple Store,237.75,Shopping,True
2024-12-24,Trader Joe's,131.3,Groceries,True
2024-05-02,Public Transit,275.56,Transportation,True
2023-09-18,Tuition,28.84,Education,False
2024-10-29,Dentist,468.7,Healthcare,False
2024-05-23,Target,164.03,Groceries,True
2024-05-19,Hotel,774.57,Travel,True
2023-06-12,Clothing Store,278.06,Shopping,True
2023-08-09,Cable Bill,338.33,Utilities,True
2024-10-13,Electric Bill,244.77,Utilities,False
2024-01-08,Tuition,186.13,Education,True
2024-01-04,Water Bill,104.54,Utilities,False
2023-05-07,Netflix,442.9,Entertainment,True
2023-09-16,Rental Car,1298.35,Travel,False
2025-02-18,Trader Joe's,197.63,Groceries,True
2024-10-26,Fast Food,123.04,Dining,True
2024-04-25,Hulu,238.1,Entertainment,False
2025-03-12,Mortgage,2662.05,Rent,True
2023-10-10,Workshop,440.69,Education,False
2025-04-13,Kroger,156.11,Groceries,True
2024-09-26,Books,245.78,Education,False
2024-04-28,Dining Out,76.72,Entertainment,False
2025-03-27,Monthly Rent,1647.22,Rent,True
2023-07-15,Best Buy,292.17,Shopping,True
2024-11-29,Costco,46.85,Groceries,True
2024-07-20,Local Market,268.43,Groceries,False
2023-08-27,Clothing Store,162.82,Shopping,True
2024-02-11,Cafe,305.66,Dining,False
2024-12-24,Amazon,403.22,Shopping,False
2024-10-21,Clothing Store,221.8,Shopping,True
2024-08-21,Parking,385.91,Transportation,False
2024-03-29,Amazon,432.26,Shopping,False
2024-12-19,Electric Bill,158.66,Utilities,True
2023-11-16,Vacation,620.06,Travel,False
2025-04-24,Cable Bill,216.25,Utilities,True
2025-02-23,Car Maintenance,275.38,Transportation,False
2023-07-06,Apple Store,338.65,Shopping,False
2024-11-22,Electronics Store,170.83,Shopping,False
2023-05-16,Best Buy,49.62,Shopping,False
2024-02-15,Airline Ticket,858.67,Travel,True
2024-06-28,Restaurant,196.52,Dining,False
2023-06-22,Online Course,232.9,Education,True
2024-12-12,Electric Bill,173.25,Utilities,False
2025-03-30,Restaurant,409.21,Dining,True
2023-11-22,Coffee Shop,398.97,Dining,False
2024-02-02,Bar,179.58,Dining,True
2024-02-18,Gas Bill,421.3,Utilities,False
2024-09-22,Car Maintenance,347.71,Transportation,True
2023-09-18,Coffee Shop,14.72,Dining,False
2024-11-13,Dentist,401.9,Healthcare,False
2024-02-28,Phone Bill,126.57,Utilities,False
2023-07-08,Monthly Rent,1786.47,Rent,True
2023-08-29,Vacation,579.1,Travel,False
2025-02-23,Car Maintenance,8.48,Transportation,False
2024-04-11,Local Market,106.27,Groceries,True
2023-06-27,Best Buy,421.62,Shopping,False
2024-12-30,Apple Store,449.21,Shopping,True
2024-09-02,Uber,47.88,Transportation,False
2024-10-22,Hotel,1553.25,Travel,False
2024-04-15,Apple Store,368.86,Shopping,False
2023-12-08,Amazon,448.82,Shopping,True
2024-06-16,Conference,339.29,Education,False
2023-07-09,Online Course,289.96,Education,False
2024-08-07,Gas Bill,85.58,Utilities,True
2024-01-03,Clothing Store,397.29,Shopping,False
2025-03-03,Dentist,345.54,Healthcare,False
2025-03-08,Fast Food,271.43,Dining,False
2024-08-07,Electric Bill,490.6,Utilities,True
2025-03-09,Electric Bill,103.36,Utilities,True
2024-03-09,Water Bill,160.21,Utilities,False
2025-02-19,Pharmacy,51.18,Healthcare,False
2023-11-20,Airbnb,1419.77,Travel,True
2024-02-09,Coffee Shop,22.71,Dining,True
2023-10-11,Apartment Payment,1123.04,Rent,True
2025-04-19,Parking,295.04,Transportation,False
2023-05-08,Amazon,329.84,Shopping,True
2024-10-08,House Payment,2705.67,Rent,True
2023-06-01,Kroger,52.83,Groceries,True
2023-08-15,Safeway,55.81,Groceries,True
2024-04-06,Mortgage,2501.5,Rent,False
2023-09-09,Optometrist,495.67,Healthcare,True
2023-07-18,Whole Foods,166.46,Groceries,False
2024-06-23,Airbnb,1868.93,Travel,True
2025-02-20,Dining Out,323.3,Entertainment,False
2024-04-12,House Payment,2493.77,Rent,True
2024-06-04,Tuition,91.72,Education,False
2023-08-02,Bar,470.08,Dining,False
2025-03-07,Workshop,64.23,Education,False
2024-12-30,Monthly Rent,1333.59,Rent,False
2024-01-12,Electronics Store,190.32,Shopping,False
2024-06-18,Movie Tickets,431.68,Entertainment,True
2023-10-12,Amazon Prime,55.17,Entertainment,False
2023-08-01,Apartment Payment,1092.65,Rent,False
2024-01-23,Kroger,175.71,Groceries,False
2025-03-26,Electric Bill,262.03,Utilities,False
2024-11-09,Online Course,254.1,Education,True
2024-08-07,Apartment Payment,1514.02,Rent,True
2024-08-20,Airline Ticket,1737.99,Travel,False
2023-11-27,Airline Ticket,1544.64,Travel,False
2024-07-11,Online Course,206.18,Education,False
2024-01-24,Workshop,436.51,Education,True
2024-01-03,Insurance,174.1,Healthcare,True
2024-01-20,Electronics Store,387.85,Shopping,True
2023-08-19,Water Bill,380.12,Utilities,False
2023-05-25,Amazon,260.99,Shopping,False
2024-03-03,Car Maintenance,467.35,Transportation,False
2023-12-11,Costco,178.09,Groceries,True
2024-03-07,Workshop,153.82,Education,True
2025-01-03,Online Course,75.15,Education,True
2025-04-04,Apple Store,242.1,Shopping,True
2023-06-21,Fast Food,340.9,Dining,False
2024-09-25,Gas,468.31,Transportation,False
2023-08-20,Airbnb,1501.96,Travel,True
2023-12-11,Parking,46.3,Transportation,True
2024-04-14,House Payment,2678.43,Rent,True
2023-10-20,Optometrist,421.49,Healthcare,True
2024-04-05,Monthly Rent,2571.72,Rent,True
